,Unnamed: 0,Name,Joule(surface),kWh(surface),allJoule(surface),allkWh(surface),time(ms),time(string)
557,1305,port3.c-flags-4.problem5.3.csv,25.411013157455358,7.05861476595982e-06,306.3804,8.510566666666669e-05,10957,"0 Hours, 0 Minutes, 10 Seconds, 957 Milliseconds"
558,1286,port3.c-flags-5.problem5.1.csv,21.71183877942897,6.031066327619159e-06,274.01245,7.611456944444444e-05,9839,"0 Hours, 0 Minutes, 9 Seconds, 839 Milliseconds"
559,1298,port3.c-flags-5.problem5.2.csv,20.026958265152786,5.563043962542441e-06,283.25145000000003,7.868095833333334e-05,10265,"0 Hours, 0 Minutes, 10 Seconds, 265 Milliseconds"
560,1299,port3.c-flags-5.problem5.3.csv,20.88932830188681,5.8025911949685595e-06,261.3942,7.260949999999999e-05,9379,"0 Hours, 0 Minutes, 9 Seconds, 379 Milliseconds"
561,1230,port3.c-flags-6.problem5.1.csv,14.063416805810652,3.906504668280737e-06,216.53984999999997,6.014995833333331e-05,7896,"0 Hours, 0 Minutes, 7 Seconds, 896 Milliseconds"
562,1240,port3.c-flags-6.problem5.3.csv,14.0411552846886,3.9003209124135e-06,221.90259999999998,6.163961111111111e-05,8106,"0 Hours, 0 Minutes, 8 Seconds, 106 Milliseconds"
563,1245,port3.c-flags-6.problem5.2.csv,12.796085732175664,3.5544682589376835e-06,223.11925000000002,6.197756944444446e-05,8202,"0 Hours, 0 Minutes, 8 Seconds, 202 Milliseconds"
564,1308,port3.c-noflags-1.problem5.3.csv,13.702915060945074,3.806365294706965e-06,220.33350000000002,6.120375e-05,8058,"0 Hours, 0 Minutes, 8 Seconds, 58 Milliseconds"
565,1309,port3.c-noflags-1.problem5.2.csv,19.46728225079313,5.40757840299809e-06,274.81940000000003,7.633872222222223e-05,9958,"0 Hours, 0 Minutes, 9 Seconds, 958 Milliseconds"
566,1323,port3.c-noflags-1.problem5.1.csv,18.374306236433462,5.10397395456485e-06,265.85405000000003,7.384834722222222e-05,9651,"0 Hours, 0 Minutes, 9 Seconds, 651 Milliseconds"
567,1254,port3.c-noflags-2.problem5.2.csv,32.0085648939723,8.891268026103417e-06,425.67855,0.00011824404166666667,15352,"0 Hours, 0 Minutes, 15 Seconds, 352 Milliseconds"
568,1262,port3.c-noflags-2.problem5.3.csv,33.739923827016185,9.372201063060052e-06,403.20300000000003,0.00011200083333333334,14408,"0 Hours, 0 Minutes, 14 Seconds, 408 Milliseconds"
569,1269,port3.c-noflags-2.problem5.1.csv,33.956282659876436,9.432300738854564e-06,399.29085,0.000110914125,14247,"0 Hours, 0 Minutes, 14 Seconds, 247 Milliseconds"
570,1235,port3.c-noflags-3.problem5.1.csv,17.34546275672066,4.818184099089074e-06,225.05304999999998,6.251473611111112e-05,8100,"0 Hours, 0 Minutes, 8 Seconds, 100 Milliseconds"
571,1236,port3.c-noflags-3.problem5.3.csv,14.889045475037573,4.1358459652882166e-06,230.67415,6.407615277777778e-05,8415,"0 Hours, 0 Minutes, 8 Seconds, 415 Milliseconds"
572,1251,port3.c-noflags-3.problem5.2.csv,15.311489539155122,4.2531915386542e-06,230.53245,6.403679166666668e-05,8393,"0 Hours, 0 Minutes, 8 Seconds, 393 Milliseconds"
573,1222,port3.c-noflags-4.problem5.3.csv,41.61105875772249,1.1558627432700691e-05,474.8737,0.00013190936111111108,16896,"0 Hours, 0 Minutes, 16 Seconds, 896 Milliseconds"
574,1231,port3.c-noflags-4.problem5.2.csv,40.82164423109034,1.1339345619747317e-05,467.5197,0.00012986658333333337,16640,"0 Hours, 0 Minutes, 16 Seconds, 640 Milliseconds"
575,1246,port3.c-noflags-4.problem5.1.csv,42.0148114459843,1.1670780957217858e-05,474.02094999999997,0.0001316724861111111,16847,"0 Hours, 0 Minutes, 16 Seconds, 847 Milliseconds"
576,1257,port3.c-noflags-5.problem5.1.csv,42.21629171814992,1.1726747699486089e-05,473.42749999999995,0.00013150763888888887,16816,"0 Hours, 0 Minutes, 16 Seconds, 816 Milliseconds"
577,1272,port3.c-noflags-5.problem5.2.csv,41.28292252462844,1.1467478479063457e-05,518.1898,0.00014394161111111115,18598,"0 Hours, 0 Minutes, 18 Seconds, 598 Milliseconds"
578,1273,port3.c-noflags-5.problem5.3.csv,42.12624797128068,1.170173554757797e-05,487.1077,0.00013530769444444445,17353,"0 Hours, 0 Minutes, 17 Seconds, 353 Milliseconds"
